paper_id,paper_title,total_statements,resource_count,literal_count,predicate_count,resource_ids,literal_ids,predicate_ids,global_total_statements,global_total_resources,global_total_literals,global_total_predicates,global_distinct_resources,global_distinct_literals,global_distinct_predicates,resource_reuse_ratio,literal_reuse_ratio,predicate_reuse_ratio,timestamp
R78371,R78371,178,267,89,178,"[""R78371"", ""R1552522"", ""R1552522"", ""R1552545"", ""R1552545"", ""R1552547"", ""R1552547"", ""R1552547"", ""R1544454"", ""R1552545"", ""R1544448"", ""R1552545"", ""R1552546"", ""R1552545"", ""R1544442"", ""R1552545"", ""R1544436"", ""R1552522"", ""R1552539"", ""R1552539"", ""R1552543"", ""R1552543"", ""R1552543"", ""R1544415"", ""R1552543"", ""R1552544"", ""R1552539"", ""R1544495"", ""R1552539"", ""R1544528"", ""R1552539"", ""R1544527"", ""R1552539"", ""R1544524"", ""R1552539"", ""R1552542"", ""R1552539"", ""R1552541"", ""R1552539"", ""R1552540"", ""R1552539"", ""R1544368"", ""R1552522"", ""R1552533"", ""R1552533"", ""R1552537"", ""R1552537"", ""R1552537"", ""R1552538"", ""R1552537"", ""R1544513"", ""R1552533"", ""R1547312"", ""R1552533"", ""R1547311"", ""R1552533"", ""R1552535"", ""R1552535"", ""R1552536"", ""R1552535"", ""R1544312"", ""R1552533"", ""R1552534"", ""R1552534"", ""R1544304"", ""R1552534"", ""R1544302"", ""R1552534"", ""R1544300"", ""R1552534"", ""R1544293"", ""R1552534"", ""R1552522"", ""R1552525"", ""R1552525"", ""R1552532"", ""R1552532"", ""R1552532"", ""R1544281"", ""R1552525"", ""R1552530"", ""R1552530"", ""R1544495"", ""R1552530"", ""R1552531"", ""R1552525"", ""R1552529"", ""R1552529"", ""R1552529"", ""R1544258"", ""R1552529"", ""R1544252"", ""R1552525"", ""R1544238"", ""R1552525"", ""R1552526"", ""R1552526"", ""R1552528"", ""R1552526"", ""R1552527"", ""R1552526"", ""R1552526"", ""R1544229"", ""R1552525"", ""R1552525"", ""R1552522"", ""R1552523"", ""R1552523"", ""R1552524"", ""R1552524"", ""R1544171"", ""R1552524"", ""R1544465"", ""R1552524"", ""R1552524"", ""R1552523"", ""R1544153"", ""R1552523"", ""R1544148"", ""R1552522"", ""R1544130"", ""R1544415"", ""R1544281"", ""R1544238"", ""R1544229"", ""R1544171"", ""R1544148"", ""R215741"", ""R140"", ""R659055"", ""R78371"", ""R615206"", ""R615206"", ""R615206"", ""R140"", ""R215741"", ""R140"", ""R140"", ""R107965"", ""R107965"", ""R107965"", ""R107965"", ""R107965"", ""R78377"", ""R107965"", ""R107964"", ""R107964"", ""R107964"", ""R107964"", ""R107964"", ""R78378"", ""R107964"", ""R107963"", ""R107963"", ""R107963"", ""R107963"", ""R107963"", ""R78376"", ""R107963"", ""R107962"", ""R107962"", ""R107962"", ""R107962"", ""R107962"", ""R78379"", ""R107962"", ""R107961"", ""R107961"", ""R107961"", ""R107961"", ""R107961"", ""R78382"", ""R107961"", ""R107960"", ""R107960"", ""R107960"", ""R107960"", ""R107960"", ""R78383"", ""R107960"", ""R107959"", ""R107959"", ""R107959"", ""R107959"", ""R107959"", ""R78381"", ""R107959"", ""R107958"", ""R107958"", ""R107958"", ""R107958"", ""R107958"", ""R78384"", ""R107958"", ""R107957"", ""R107957"", ""R107957"", ""R107957"", ""R107957"", ""R78387"", ""R107957"", ""R107956"", ""R107956"", ""R107956"", ""R107956"", ""R107956"", ""R78388"", ""R107956"", ""R107955"", ""R107955"", ""R107955"", ""R107955"", ""R107955"", ""R78386"", ""R107955"", ""R107954"", ""R107954"", ""R107954"", ""R107954"", ""R107954"", ""R78389"", ""R107954"", ""R78373"", ""R78375"", ""R78373"", ""R78380"", ""R78373"", ""R78385"", ""R78373"", ""R78373"", ""R78385"", ""R78389"", ""R78385"", ""R78388"", ""R78385"", ""R78387"", ""R78385"", ""R78386"", ""R78380"", ""R78384"", ""R78380"", ""R78383"", ""R78380"", ""R78382"", ""R78380"", ""R78381"", ""R78375"", ""R78379"", ""R78375"", ""R78378"", ""R78375"", ""R78377"", ""R78375"", ""R78376"", ""R78373"", ""R76803"", ""R78371"", ""R78373"", ""R78373"", ""R78371"", ""R140"", ""R78371"", ""R78372"", ""R78371"", ""R78371"", ""R78371"", ""R78371""]","[""L3614107"", ""L3614106"", ""L3614105"", ""L3614104"", ""L3614103"", ""L3614102"", ""L3614101"", ""L3614100"", ""L3614099"", ""L3614098"", ""L3614097"", ""L3604536"", ""L3604520"", ""L3604514"", ""L3604508"", ""L3604491"", ""L3604471"", ""L1604859"", ""L251689"", ""L251688"", ""L366992"", ""L366991"", ""L356088"", ""L356087"", ""L356086"", ""L356085"", ""L356084"", ""L356083"", ""L356082"", ""L356081"", ""L356080"", ""L356079"", ""L356078"", ""L356077"", ""L356076"", ""L356075"", ""L356074"", ""L356073"", ""L356072"", ""L356071"", ""L356070"", ""L356069"", ""L356068"", ""L356067"", ""L356066"", ""L356065"", ""L356064"", ""L356063"", ""L356062"", ""L356061"", ""L356060"", ""L356059"", ""L356058"", ""L356057"", ""L356056"", ""L356055"", ""L356054"", ""L356053"", ""L356052"", ""L356051"", ""L356050"", ""L356049"", ""L356048"", ""L356047"", ""L356046"", ""L356045"", ""L356044"", ""L356043"", ""L356042"", ""L356041"", ""L356040"", ""L356039"", ""L356038"", ""L356037"", ""L356036"", ""L356035"", ""L356034"", ""L356033"", ""L356032"", ""L356031"", ""L356030"", ""L356029"", ""L356028"", ""L251859"", ""L251692"", ""L251691"", ""L251690"", ""L251687"", ""L251686""]","[""P31"", ""HAS_EVALUATION"", ""P181051"", ""P181053"", ""P181052"", ""P181050"", ""P110006"", ""P110006"", ""P110006"", ""P181046"", ""release"", ""P1003"", ""P181029"", ""P181049"", ""P181027"", ""P181048"", ""P41835"", ""P181047"", ""P58069"", ""P58069"", ""P58069"", ""P5043"", ""P181031"", ""P181041"", ""P181045"", ""P181044"", ""P181042"", ""P181040"", ""P181039"", ""P181036"", ""P181038"", ""P181037"", ""P181032"", ""P181035"", ""P181035"", ""P181034"", ""P181033"", ""P59120"", ""P181011"", ""P181028"", ""P1003"", ""P181030"", ""license"", ""P181027"", ""P181026"", ""P181022"", ""P181025"", ""P181024"", ""P181023"", ""P181021"", ""P181017"", ""P181020"", ""P181020"", ""P181019"", ""P181018"", ""P181016"", ""P181015"", ""P181003"", ""P181006"", ""P181007"", ""P181010"", ""P181009"", ""P181008"", ""P181005"", ""P181004"", ""P181002"", ""description"", ""description"", ""description"", ""description"", ""description"", ""description"", ""description"", ""P36"", ""hasAuthors"", ""hasListElement"", ""hasListElement"", ""P36"", ""SAME_AS"", ""description"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P36076"", ""P18037"", ""P36077"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P36076"", ""P18037"", ""P36077"", ""P5015"", ""P3004"", ""P37029"", ""P36076"", ""P36077"", ""P18037"", ""P5015"", ""P3004"", ""P37029"", ""P36076"", ""P36077"", ""P18037"", ""P5015"", ""P3004"", ""P37029"", ""P36077"", ""P18037"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36076"", ""P36077"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P18037"", ""P36077"", ""P36076"", ""P5015"", ""P3004"", ""P37029"", ""P15006"", ""P15006"", ""P15006"", ""HAS_DATASET"", ""P37033"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P36075"", ""P32"", ""P31"", ""P29"", ""P30"", ""HAS_VENUE"", ""P29"", ""P28"", ""url"", ""P26""]",5363,8907,1819,5363,1666,1177,155,5.346338535414166,1.5454545454545454,34.6,2025-12-04 21:48:18 UTC
R193481,R193481,163,266,60,163,"[""R193481"", ""R1552412"", ""R1552412"", ""R1552444"", ""R1552444"", ""R1552445"", ""R1552445"", ""R1552445"", ""R1544452"", ""R1552445"", ""R1544453"", ""R1552444"", ""R1544448"", ""R1552444"", ""R1544442"", ""R1552444"", ""R1544436"", ""R1552412"", ""R1552437"", ""R1552437"", ""R1552443"", ""R1552443"", ""R1544530"", ""R1552443"", ""R1544406"", ""R1552437"", ""R1544495"", ""R1552437"", ""R1544528"", ""R1552437"", ""R1544527"", ""R1552437"", ""R1544524"", ""R1552437"", ""R1552442"", ""R1552437"", ""R1552441"", ""R1552437"", ""R1552440"", ""R1552437"", ""R1552439"", ""R1552437"", ""R1552438"", ""R1552437"", ""R1544365"", ""R1552437"", ""R1544368"", ""R1552412"", ""R1552430"", ""R1552430"", ""R1552434"", ""R1552434"", ""R1552434"", ""R1552436"", ""R1552434"", ""R1552435"", ""R1552434"", ""R1544513"", ""R1552430"", ""R1547312"", ""R1552430"", ""R1544321"", ""R1552430"", ""R1552433"", ""R1552433"", ""R1544314"", ""R1552433"", ""R1547310"", ""R1552430"", ""R1552431"", ""R1552431"", ""R1544303"", ""R1552431"", ""R1544302"", ""R1552431"", ""R1544299"", ""R1552431"", ""R1544300"", ""R1552431"", ""R1552432"", ""R1552431"", ""R1552412"", ""R1552415"", ""R1552415"", ""R1552429"", ""R1552429"", ""R1544497"", ""R1552415"", ""R1552428"", ""R1552428"", ""R1544495"", ""R1552428"", ""R1544268"", ""R1552415"", ""R1552427"", ""R1552427"", ""R1552427"", ""R1544258"", ""R1552427"", ""R1544255"", ""R1552415"", ""R1547303"", ""R1552415"", ""R1552416"", ""R1552416"", ""R1552426"", ""R1552416"", ""R1552425"", ""R1552416"", ""R1552424"", ""R1552416"", ""R1552423"", ""R1552416"", ""R1552422"", ""R1552416"", ""R1552421"", ""R1552416"", ""R1552420"", ""R1552416"", ""R1552419"", ""R1552416"", ""R1552418"", ""R1552416"", ""R1552417"", ""R1552416"", ""R1544226"", ""R1552415"", ""R1552415"", ""R1552412"", ""R1552413"", ""R1552413"", ""R1552414"", ""R1552414"", ""R1544173"", ""R1552414"", ""R1544465"", ""R1552414"", ""R1552414"", ""R1552413"", ""R1544153"", ""R1552413"", ""R1544150"", ""R1552412"", ""R1544136"", ""R1544452"", ""R1544453"", ""R1544303"", ""R1544150"", ""R215741"", ""R704437"", ""R285763"", ""R704437"", ""R193488"", ""R250350"", ""R193488"", ""R285760"", ""R704436"", ""R704436"", ""R691452"", ""R193484"", ""R704436"", ""R140"", ""R659055"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R197397"", ""R193483"", ""R662636"", ""R193481"", ""R620445"", ""R620445"", ""R620445"", ""R620445"", ""R620445"", ""R285763"", ""R195742"", ""R193489"", ""R282148"", ""R193489"", ""R285764"", ""R285763"", ""R282170"", ""R285763"", ""R282206"", ""R193488"", ""R285763"", ""R193483"", ""R197397"", ""R282170"", ""R282170"", ""R282170"", ""R282170"", ""R282206"", ""R282206"", ""R282170"", ""R282206"", ""R215730"", ""R193483"", ""R215730"", ""R140"", ""R215741"", ""R193489"", ""R195508"", ""R195742"", ""R195742"", ""R195508"", ""R195508"", ""R195508"", ""R195508"", ""R193486"", ""R193902"", ""R193489"", ""R108608"", ""R193489"", ""R108604"", ""R193489"", ""R108606"", ""R193488"", ""R193489"", ""R193483"", ""R193488"", ""R193483"", ""R192375"", ""R193487"", ""R193487"", ""R193487"", ""R192372"", ""R193487"", ""R193483"", ""R193487"", ""R193486"", ""R193486"", ""R193486"", ""R193483"", ""R193486"", ""R193483"", ""R192442"", ""R193485"", ""R192350"", ""R193484"", ""R193485"", ""R193483"", ""R193484"", ""R193481"", ""R193483"", ""R193481"", ""R140"", ""R193481"", ""R193482"", ""R193481"", ""R193481"", ""R193481"", ""R192442"", ""R192442"", ""R192350"", ""R192350"", ""R140"", ""R140""]","[""L3614068"", ""L3614067"", ""L3614066"", ""L3614065"", ""L3614064"", ""L3614063"", ""L3614062"", ""L3614061"", ""L3604543"", ""L3604541"", ""L3604524"", ""L3604469"", ""L1604859"", ""L1242103"", ""L1242102"", ""L1204349"", ""L1204348"", ""L1204347"", ""L1204346"", ""L1204345"", ""L1204344"", ""L1204343"", ""L1204342"", ""L1204341"", ""L1204340"", ""L1204339"", ""L494366"", ""L494365"", ""L494364"", ""L494363"", ""L619710"", ""L619709"", ""L619708"", ""L619707"", ""L619672"", ""L619671"", ""L619374"", ""L619373"", ""L617441"", ""L498829"", ""L498828"", ""L498423"", ""L498422"", ""L498421"", ""L498420"", ""L494377"", ""L494376"", ""L494375"", ""L494373"", ""L494374"", ""L494372"", ""L494367"", ""L494362"", ""L494361"", ""L492920"", ""L492919"", ""L492692"", ""L492691"", ""L366992"", ""L366991""]","[""P31"", ""HAS_EVALUATION"", ""P181051"", ""P181053"", ""P181052"", ""P181052"", ""P181050"", ""P110006"", ""P110006"", ""P181046"", ""release"", ""P181029"", ""P181049"", ""P181027"", ""P181048"", ""P41835"", ""P181047"", ""P58069"", ""P58069"", ""P58069"", ""P58069"", ""P58069"", ""P5043"", ""P5043"", ""P181031"", ""P181041"", ""P181045"", ""P181044"", ""P181044"", ""P181042"", ""P181040"", ""P181039"", ""P181036"", ""P181038"", ""P181037"", ""P181032"", ""P181035"", ""P181035"", ""P181034"", ""P181034"", ""P181033"", ""P59120"", ""P181011"", ""P181028"", ""P181030"", ""license"", ""P181027"", ""P181026"", ""P181022"", ""P181025"", ""P181024"", ""P181023"", ""P181021"", ""P181017"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181018"", ""P181018"", ""P181016"", ""P181015"", ""P181003"", ""P181006"", ""P181007"", ""P181010"", ""P181009"", ""P181008"", ""P181005"", ""P181004"", ""P181002"", ""description"", ""description"", ""description"", ""description"", ""description"", ""P59065"", ""P57010"", ""P1005"", ""P1005"", ""P145012"", ""P94003"", ""P1005"", ""P36"", ""P68005"", ""P97000"", ""P97001"", ""P145000"", ""P97002"", ""P60006"", ""P59109"", ""P55036"", ""P55034"", ""P55035"", ""P55037"", ""P135046"", ""hasAuthors"", ""hasListElement"", ""hasListElement"", ""hasListElement"", ""hasListElement"", ""P56049"", ""P2001"", ""P2001"", ""P57005"", ""P57008"", ""P56048"", ""P39099"", ""P57007"", ""P44108"", ""P44107"", ""P57006"", ""P44087"", ""P57009"", ""P47000"", ""P4013"", ""description"", ""P32"", ""P36"", ""P2006"", ""P55023"", ""P56050"", ""P18048"", ""P3004"", ""P5073"", ""P59137"", ""P41928"", ""P2001"", ""P2001"", ""P2001"", ""P57016"", ""P15124"", ""P57003"", ""P55039"", ""P55038"", ""P41928"", ""P44139"", ""P37330"", ""P55038"", ""P55039"", ""P44139"", ""P37330"", ""P57004"", ""P7055"", ""DATA"", ""P56008"", ""P31"", ""P30"", ""HAS_VENUE"", ""P29"", ""url"", ""P26"", ""P55038"", ""P55039"", ""P57039"", ""P57038"", ""SAME_AS"", ""description""]",5363,8907,1819,5363,1666,1177,155,5.346338535414166,1.5454545454545454,34.6,2025-12-04 21:48:18 UTC
R193925,R193925,143,229,57,143,"[""R193925"", ""R1552446"", ""R1552446"", ""R1552470"", ""R1552470"", ""R1552471"", ""R1552471"", ""R1552471"", ""R1544456"", ""R1552470"", ""R1544446"", ""R1552470"", ""R1544439"", ""R1552470"", ""R1544443"", ""R1552446"", ""R1552467"", ""R1552467"", ""R1552469"", ""R1552469"", ""R1544530"", ""R1552469"", ""R1544406"", ""R1552467"", ""R1544495"", ""R1552467"", ""R1544528"", ""R1552467"", ""R1544527"", ""R1552467"", ""R1544524"", ""R1552467"", ""R1552468"", ""R1552467"", ""R1544366"", ""R1552446"", ""R1552463"", ""R1552463"", ""R1552466"", ""R1552466"", ""R1552466"", ""R1547313"", ""R1552466"", ""R1544513"", ""R1552463"", ""R1544324"", ""R1552463"", ""R1547311"", ""R1552463"", ""R1552465"", ""R1552465"", ""R1544508"", ""R1552465"", ""R1547310"", ""R1552463"", ""R1552464"", ""R1552464"", ""R1547309"", ""R1552464"", ""R1547308"", ""R1552464"", ""R1547307"", ""R1552446"", ""R1552449"", ""R1552449"", ""R1552461"", ""R1552461"", ""R1552461"", ""R1552462"", ""R1552449"", ""R1552460"", ""R1552460"", ""R1544274"", ""R1552460"", ""R1544267"", ""R1552449"", ""R1552459"", ""R1552459"", ""R1552459"", ""R1544258"", ""R1552459"", ""R1544249"", ""R1552449"", ""R1544241"", ""R1552449"", ""R1552450"", ""R1552450"", ""R1552458"", ""R1552450"", ""R1552457"", ""R1552450"", ""R1552456"", ""R1552450"", ""R1552455"", ""R1552450"", ""R1552454"", ""R1552450"", ""R1552453"", ""R1552450"", ""R1552452"", ""R1552450"", ""R1552451"", ""R1552450"", ""R1552450"", ""R1544225"", ""R1552450"", ""R1544230"", ""R1552449"", ""R1552449"", ""R1552446"", ""R1552447"", ""R1552447"", ""R1552448"", ""R1552448"", ""R1544173"", ""R1552448"", ""R1544465"", ""R1552448"", ""R1552448"", ""R1552447"", ""R1544152"", ""R1552447"", ""R1544149"", ""R1552446"", ""R1544133"", ""R1544446"", ""R1544241"", ""R1544225"", ""R1544149"", ""R215741"", ""R704448"", ""R704448"", ""R691492"", ""R194634"", ""R704448"", ""R194850"", ""R691440"", ""R194850"", ""R140"", ""R659055"", ""R194851"", ""R194851"", ""R194851"", ""R194851"", ""R194851"", ""R194851"", ""R193926"", ""R662636"", ""R193925"", ""R620490"", ""R620490"", ""R620490"", ""R285923"", ""R198807"", ""R285926"", ""R285926"", ""R285926"", ""R285926"", ""R285926"", ""R285923"", ""R285926"", ""R285923"", ""R282206"", ""R285925"", ""R285925"", ""R285925"", ""R285925"", ""R194637"", ""R285925"", ""R194637"", ""R194538"", ""R194637"", ""R285924"", ""R285923"", ""R195742"", ""R194636"", ""R285923"", ""R282206"", ""R282206"", ""R282206"", ""R215730"", ""R193926"", ""R215730"", ""R140"", ""R215741"", ""R194635"", ""R193926"", ""R201793"", ""R198807"", ""R195742"", ""R195742"", ""R194851"", ""R194851"", ""R194851"", ""R194851"", ""R194851"", ""R193926"", ""R194851"", ""R194850"", ""R194850"", ""R193926"", ""R194850"", ""R193926"", ""R192442"", ""R194636"", ""R194637"", ""R193926"", ""R194636"", ""R194635"", ""R192350"", ""R194634"", ""R194635"", ""R193926"", ""R194634"", ""R193925"", ""R193926"", ""R193925"", ""R140"", ""R193925"", ""R193442"", ""R193925"", ""R193925"", ""R193925"", ""R192442"", ""R192442"", ""R192350"", ""R192350"", ""R140"", ""R140""]","[""L3614077"", ""L3614076"", ""L3614075"", ""L3614074"", ""L3614073"", ""L3614072"", ""L3614071"", ""L3614070"", ""L3614069"", ""L3604538"", ""L3604511"", ""L3604505"", ""L3604470"", ""L1604859"", ""L1242122"", ""L1242121"", ""L1204325"", ""L1204324"", ""L1204323"", ""L1204322"", ""L1204321"", ""L1204320"", ""L495455"", ""L495454"", ""L633348"", ""L633347"", ""L633346"", ""L633345"", ""L633344"", ""L633343"", ""L633342"", ""L633341"", ""L633340"", ""L619672"", ""L619671"", ""L619373"", ""L617441"", ""L512624"", ""L504700"", ""L498829"", ""L498828"", ""L497367"", ""L497366"", ""L497365"", ""L497364"", ""L497363"", ""L497362"", ""L497361"", ""L495456"", ""L495453"", ""L495452"", ""L492920"", ""L492919"", ""L492692"", ""L492691"", ""L366992"", ""L366991""]","[""P31"", ""HAS_EVALUATION"", ""P181051"", ""P181053"", ""P181052"", ""P181050"", ""P110006"", ""P110006"", ""P181046"", ""release"", ""P181029"", ""P181049"", ""P181027"", ""P181048"", ""P41835"", ""P181047"", ""P58069"", ""P5043"", ""P181031"", ""P181041"", ""P181045"", ""P181044"", ""P181042"", ""P181040"", ""P181039"", ""P181036"", ""P181038"", ""P181037"", ""P181032"", ""P181035"", ""P181034"", ""P181033"", ""P181011"", ""P181028"", ""P1003"", ""P181030"", ""license"", ""P181027"", ""P181026"", ""P181022"", ""P181025"", ""P181024"", ""P181023"", ""P181021"", ""P181017"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181020"", ""P181019"", ""P181018"", ""P181018"", ""P181016"", ""P181015"", ""P181003"", ""P181006"", ""P181007"", ""P181010"", ""P181009"", ""P181008"", ""P181005"", ""P181004"", ""P181002"", ""description"", ""description"", ""description"", ""description"", ""description"", ""P145012"", ""P94003"", ""P1005"", ""P41928"", ""P44139"", ""P36"", ""P60006"", ""P97002"", ""P68005"", ""P97000"", ""P97001"", ""P145000"", ""P135046"", ""hasAuthors"", ""hasListElement"", ""hasListElement"", ""P57010"", ""P57006"", ""P44108"", ""P57007"", ""P44107"", ""P47000"", ""P57005"", ""P57008"", ""P18048"", ""P59137"", ""P5073"", ""P3004"", ""P2006"", ""P2001"", ""P2001"", ""P56049"", ""P56048"", ""P44087"", ""P57009"", ""P4013"", ""description"", ""P32"", ""P36"", ""url"", ""P57003"", ""P59065"", ""P55023"", ""P56050"", ""P59109"", ""P55037"", ""P55036"", ""P55035"", ""P55034"", ""P39099"", ""P55039"", ""P55038"", ""P37330"", ""P57004"", ""P57016"", ""P15124"", ""P7055"", ""DATA"", ""P56008"", ""P31"", ""P30"", ""HAS_VENUE"", ""P29"", ""url"", ""P26"", ""P55038"", ""P55039"", ""P57039"", ""P57038"", ""SAME_AS"", ""description""]",5363,8907,1819,5363,1666,1177,155,5.346338535414166,1.5454545454545454,34.6,2025-12-04 21:48:18 UTC
